Абхазия	Абхаз&#1110;я
теплеть	тепл&#1123;ть
теплоприёмник	теплопр&#1110;ёмникъ
теплёшенький	теплёшеньк&#1110;й
терапия	терап&#1110;я
тератология	тератолог&#1110;я
тербий	терб&#1110;й
теревинф	теревин&#1139;ъ
терзание	терзан&#1110;е
терминологический	терминологическ&#1110;й
терминология	терминолог&#1110;я
термический	термическ&#1110;й
терние	терн&#1110;е
терния	терн&#1110;я
терпел	терп&#1123;лъ
терпеливо	терп&#1123;ливо
терпеливого	терп&#1123;ливаго
терпеливую	терп&#1123;ливую
терпеливые	терп&#1123;ливые
терпеливый	терп&#1123;ливый
терпелось	терп&#1123;лось
терпение	терп&#1123;н&#1110;е
терпением	терп&#1123;н&#1110;емъ
терпеть	терп&#1123;ть
терпимее	терпим&#1123;е
терпкий	терпк&#1110;й
террариум	террар&#1110;й
территория	территор&#1110;я
терция	терц&#1110;я
тесен	т&#1123;сенъ
тесление	теслен&#1110;е
теснее	т&#1123;сн&#1123;е
теснейший	т&#1123;сн&#1123;йш&#1110;й
теснина	т&#1123;снина
теснить	т&#1123;снить
тесно	т&#1123;сно
тесного	т&#1123;снаго
тесное	т&#1123;сное
теснота	т&#1123;снота
тесные	т&#1123;сные
тесный	т&#1123;сный
теснённый	т&#1123;снённый
тестимоний	тестимон&#1110;й
тестирование	тестирован&#1110;е
тесто	т&#1123;сто
тетралогия	тетралог&#1110;я
теургия	теург&#1110;я
тех	т&#1123;хъ
технические	техническ&#1110;е
технический	техническ&#1110;й
технология	технолог&#1110;я
течение	течен&#1110;е
течением	течен&#1110;емъ
тешить	т&#1123;шить
тиара	т&#1110;ара
тимофеевка	тимо&#1139;еевка
типический	типическ&#1110;й
типичнейший	типичн&#1123;йш&#1110;й
типография	типограф&#1110;я
тиранический	тираническ&#1110;й
тирания	тиран&#1110;я
тиснение	тиснен&#1110;е
титанический	титаническ&#1110;й
тиун	т&#1110;унъ
тихий	тих&#1110;й
ткацкий	ткацк&#1110;й
тлевшего	тл&#1123;вшаго
тлевшее	тл&#1123;вшее
тлевшие	тл&#1123;вш&#1110;е
тлевший	тл&#1123;вш&#1110;й
тлеет	тл&#1123;етъ
тлен	тл&#1123;нъ
тление	тл&#1123;н&#1110;е
тленно	тл&#1123;нно
тленный	тл&#1123;нный
тлеть	тл&#1123;ть
товарищеский	товарищеск&#1110;й
товаровед	товаров&#1123;дъ
товароведение	товаров&#1123;д&#1123;н&#1110;е
тогдашний	тогдашн&#1110;й
токоприёмник	токопр&#1110;ёмникъ
толкование	толкован&#1110;е
толстеешь	толст&#1123;ешь
толстенький	толстеньк&#1110;й
толстеть	толст&#1123;ть
толстостенный	толстост&#1123;нный
толстощёкий	толстощёк&#1110;й
томление	томлен&#1110;е
тоненький	тоненьк&#1110;й
тонкие	тонк&#1110;е
тонкий	тонк&#1110;й
тонкостенный	тонкост&#1123;нный
тончайший	тончайш&#1110;й
тонёхонький	тонёхоньк&#1110;й
тонёшенький	тонёшеньк&#1110;й
топкий	топк&#1110;й
топление	топлен&#1110;е
топография	топограф&#1110;я
торгашеский	торгашеск&#1110;й
торжествующие	торжествующ&#1110;е
торжествующий	торжествующ&#1110;й
торий	тор&#1110;й
торможение	торможен&#1110;е
точение	точен&#1110;е
точнее	точн&#1123;е
тощий	тощ&#1110;й
травление	травлен&#1110;е
трагедия	трагед&#1110;я
трагикомедия	трагикомед&#1110;я
трагические	трагическ&#1110;е
трагический	трагическ&#1110;й
традиционное	традиц&#1110;онное
традиционные	традиц&#1110;онные
традиционный	традиц&#1110;онный
традиция	традиц&#1110;я
траектория	траектор&#1110;я
транскрипция	транскрипц&#1110;я
транслитерация	транслитерац&#1110;я
трансмиссия	трансмисс&#1110;я
трансъевропейский	трансъевропейск&#1110;й
трапеция	трапец&#1110;я
требование	требован&#1110;е
треволнение	треволнен&#1110;е
трезвее	трезв&#1123;е
трезвеет	трезв&#1123;етъ
трезвеешь	трезв&#1123;ешь
трезветь	трезв&#1123;ть
трезвёхонький	трезвёхоньк&#1110;й
трезвёшенький	трезвёшеньк&#1110;й
трение	трен&#1110;е
трения	трен&#1110;я
трепанация	трепанац&#1110;я
трепание	трепан&#1110;е
трескучий	трескуч&#1110;й
третейский	третейск&#1110;й
третий	трет&#1110;й
третьегодняшний	третьягодняшн&#1110;й
третьёгодняшний	третьёводнишн&#1110;й
триада	тр&#1110;ада
триангль	тр&#1110;англь
триангуляция	тр&#1110;ангуляц&#1110;я
трианон	тр&#1110;анонъ
триарии	тр&#1110;ар&#1110;и
триас	тр&#1110;асъ
тривиально	трив&#1110;ально
тригонометрия	тригонометр&#1110;я
триерарх	тр&#1110;ерархъ
триллион	трилл&#1110;онъ
трилогия	трилог&#1110;я
трио	тр&#1110;о
триод	тр&#1110;одъ
триолет	тр&#1110;олетъ
триоль	тр&#1110;оль
трионикс	тр&#1110;ониксъ
триумвират	тр&#1110;умвиратъ
триумф	тр&#1110;умфъ
триумфальная	тр&#1110;умфальная
триумфального	тр&#1110;умфальнаго
триумфальное	тр&#1110;умфальное
триумфальные	тр&#1110;умфальные
триумфальный	тр&#1110;умфальный
триумфатор	тр&#1110;умфаторъ
триёр	тр&#1110;ёръ
троение	троен&#1110;е
троеперстие	троеперст&#1110;е
троицкий	троицк&#1110;й
тропические	тропическ&#1110;е
тропический	тропическ&#1110;й
